order_id,customer_id,order_date,total_amount
931,453,2024-07-06,342.31
932,726,2023-09-19,200.67
933,327,2025-01-07,230.98
934,56,2024-05-19,275.9
935,561,2024-09-27,70.22
936,121,2025-01-31,229.51
937,204,2024-09-07,383.3
938,650,2022-11-04,350.17
939,691,2023-06-21,459.06
940,873,2022-04-30,459.77
941,741,2022-12-28,86.42
942,593,2022-09-17,285.4
943,664,2024-01-14,248.52
944,94,2024-04-01,497.12
945,334,2025-02-03,105.03
946,274,2024-02-21,209.78
947,69,2024-07-15,225.89
948,787,2024-09-21,95.58
949,162,2024-12-29,173.85
950,783,2023-10-08,449.58
951,372,2022-08-19,147.85
952,111,2022-05-25,139.12
953,197,2024-03-08,351.17
954,733,2024-12-14,474.48
955,609,2022-11-10,486.7
956,426,2025-01-23,349.92
957,775,2024-04-16,175.63
958,965,2023-12-20,413.65
959,28,2023-12-15,466.07
960,825,2022-11-06,478.68
961,539,2023-10-09,463.08
962,959,2024-11-22,370.13
963,906,2024-08-04,228.32
964,14,2023-07-30,439.25
965,491,2024-05-21,198.5
966,326,2022-12-07,26.3
967,926,2022-11-16,96.57
968,48,2022-02-28,292.78
969,264,2024-03-02,191.23
970,359,2022-12-06,415.02
971,96,2023-09-07,330.94
972,822,2023-02-08,298.15
973,559,2022-04-29,127.16
974,668,2024-10-18,343.41
975,342,2024-08-11,346.79
976,41,2024-04-12,496.81
977,184,2024-05-24,421.46
978,366,2022-02-23,203.22
979,264,2023-05-08,366.19
980,409,2024-06-14,158.79
981,907,2023-03-24,85.84
982,740,2022-10-20,166.96
983,368,2024-01-22,110.11
984,12,2024-02-17,220.37
985,841,2023-05-22,408.07
986,690,2023-08-29,82.39
987,527,2023-01-28,351.49
988,634,2023-02-28,156.57
989,226,2024-03-17,218.33
990,272,2023-03-19,369.02
991,226,2023-10-23,175.76
992,698,2024-10-07,418.71
993,631,2022-09-03,26.07
994,383,2024-06-25,173.31
995,511,2024-02-27,83.12
996,86,2023-12-22,439.14
997,640,2023-01-31,415.17
998,844,2023-06-12,315.01
999,712,2024-02-28,184.0
1000,726,2023-01-19,426.58
1001,740,2023-05-24,172.13
1002,60,2024-11-11,134.96
1003,691,2023-12-06,462.67
1004,216,2023-08-05,140.63
1005,443,2023-01-26,437.28
1006,349,2023-08-09,437.67
1007,269,2022-03-26,283.25
1008,456,2024-10-04,259.17
1009,590,2023-09-18,349.7
1010,903,2022-09-20,357.22
1011,817,2023-06-28,97.35
1012,460,2022-03-07,488.73
1013,172,2022-04-02,398.56
1014,27,2023-04-02,282.91
1015,243,2023-05-02,471.1
1016,74,2023-05-11,459.13
1017,505,2023-05-23,228.09
1018,23,2024-08-12,175.86
1019,893,2023-02-01,117.05
1020,934,2024-04-09,198.23
1021,840,2023-07-11,39.85
1022,669,2024-05-17,61.21
1023,135,2023-10-14,342.23
1024,871,2024-02-28,287.76
1025,423,2023-11-15,58.22
1026,347,2023-03-06,305.74
1027,862,2023-02-28,369.63
1028,359,2023-07-28,433.53
1029,505,2023-02-06,166.91
1030,349,2022-07-24,226.18
1031,314,2023-07-08,390.82
1032,243,2023-06-16,168.36
1033,831,2024-07-14,172.73
1034,563,2023-07-27,195.93
1035,577,2022-06-11,482.69
1036,546,2023-07-14,214.21
1037,914,2023-02-16,78.39
1038,873,2022-03-06,286.93
1039,428,2023-04-29,477.74
1040,4,2023-03-05,193.19
1041,434,2024-02-21,305.68
1042,908,2023-04-19,277.87
1043,121,2022-09-01,28.09
1044,956,2023-06-02,150.79
1045,775,2022-12-25,159.82
1046,739,2024-08-31,137.99
1047,712,2022-07-04,320.38
1048,534,2024-04-28,198.39
1049,784,2024-03-22,31.63
1050,902,2023-03-28,152.21
1051,115,2023-07-25,23.38
1052,761,2024-09-10,416.43
1053,181,2022-10-12,346.74
1054,467,2024-05-07,65.03
1055,262,2024-02-12,132.67
1056,384,2022-05-22,204.92
1057,772,2024-02-04,443.8
1058,781,2023-02-20,467.05
1059,516,2023-12-11,387.56
1060,10,2022-05-01,23.35
1061,332,2024-05-21,355.02
1062,108,2024-06-28,258.57
1063,909,2023-07-30,453.58
1064,665,2024-09-29,61.04
1065,816,2023-11-09,458.36
1066,772,2022-12-27,82.98
1067,213,2022-11-20,477.37
1068,915,2023-12-28,124.2
1069,744,2023-08-27,144.04
1070,737,2022-10-01,28.63
1071,476,2022-09-15,192.49
1072,699,2022-07-31,159.0
1073,783,2024-06-14,425.25
1074,915,2022-05-01,149.35
1075,609,2024-05-08,300.56
1076,804,2023-06-17,222.8
1077,349,2022-12-25,299.79
1078,352,2022-02-26,49.74
1079,786,2024-08-04,321.49
1080,80,2024-03-25,488.39
1081,757,2023-08-11,137.52
1082,833,2024-08-19,86.92
1083,539,2023-06-14,23.99
1084,231,2023-08-29,171.39
1085,819,2022-08-03,32.84
1086,123,2022-06-29,431.62
1087,336,2025-01-10,447.96
1088,201,2022-07-28,405.79
1089,231,2025-02-07,286.92
1090,544,2023-02-12,128.2
1091,523,2022-04-30,485.49
1092,841,2022-11-09,467.96
1093,796,2022-12-05,376.82
1094,461,2024-02-13,373.92
1095,575,2023-05-07,379.69
1096,602,2023-12-17,247.55
1097,723,2022-07-30,495.04
1098,380,2023-05-29,32.5
1099,481,2024-11-30,470.65
1100,917,2022-12-11,113.84
1101,111,2024-02-27,245.42
1102,564,2025-02-02,104.6
1103,798,2022-07-09,394.81
1104,890,2024-06-08,412.07
1105,72,2022-07-27,31.46
1106,604,2022-10-11,492.66
1107,542,2023-09-23,206.13
1108,769,2022-12-10,260.65
1109,436,2023-10-20,113.72
1110,162,2023-02-14,470.91
1111,121,2025-01-29,334.85
1112,809,2023-10-27,249.71
1113,567,2024-06-29,342.18
1114,820,2023-09-23,49.43
1115,494,2022-09-26,255.04
1116,388,2022-03-08,464.44
1117,972,2022-03-31,374.27
1118,346,2022-04-18,283.36
1119,90,2023-12-15,329.31
1120,417,2023-11-18,277.99
1121,112,2023-12-21,142.66
1122,776,2023-04-02,256.53
1123,552,2023-11-28,335.23
1124,133,2022-07-29,281.66
1125,487,2024-05-19,472.71
1126,978,2024-05-04,132.64
1127,574,2024-04-30,308.41
1128,589,2023-03-08,478.36
1129,485,2023-03-18,474.05
1130,13,2024-07-11,417.77
1131,97,2022-04-05,430.71
1132,912,2022-07-24,194.36
1133,683,2023-05-17,327.97
1134,519,2023-08-10,184.75
1135,20,2022-03-16,305.25
1136,213,2024-11-12,479.99
1137,835,2023-10-07,428.79
1138,56,2025-01-24,349.54
1139,354,2023-03-05,224.94
1140,321,2023-06-26,338.55
1141,316,2024-11-30,437.53
1142,237,2023-01-22,247.12
1143,355,2023-11-22,262.8
1144,6,2024-09-24,249.65
1145,784,2022-09-22,153.54
1146,805,2024-05-24,328.11
1147,55,2023-12-10,457.59
1148,755,2024-08-17,459.34
1149,634,2022-06-25,288.99
1150,564,2022-12-11,336.64
1151,665,2024-12-06,364.47
1152,547,2023-09-29,215.55
1153,899,2022-06-11,259.75
1154,32,2024-07-30,231.62
1155,334,2023-09-30,34.9
1156,973,2023-05-24,351.99
1157,382,2024-09-18,165.25
1158,657,2022-03-30,499.01
1159,371,2022-11-27,383.78
1160,246,2022-07-06,183.8
1161,659,2023-04-29,345.9
1162,626,2023-02-16,442.65
1163,725,2023-05-08,454.06
1164,266,2022-11-02,295.24
1165,778,2022-03-03,29.29
1166,399,2022-06-05,90.27
1167,82,2022-08-27,161.0
1168,658,2024-03-01,244.15
1169,817,2023-09-20,62.79
1170,765,2024-03-23,499.92
1171,101,2023-03-23,380.95
1172,828,2024-01-24,312.84
1173,480,2022-07-26,237.73
1174,481,2022-03-08,77.09
1175,887,2024-03-18,389.09
1176,586,2023-05-19,196.72
1177,985,2025-02-11,394.01
1178,261,2024-11-28,105.63
1179,833,2022-06-07,184.46
1180,972,2023-02-15,292.77
1181,993,2025-01-31,382.79
1182,818,2024-08-22,117.61
1183,348,2024-12-16,159.97
1184,10,2024-07-17,185.21
1185,550,2022-06-19,32.38
1186,319,2024-06-18,75.3
1187,938,2022-04-11,241.04
1188,920,2022-10-02,95.05
1189,687,2023-01-22,96.26
1190,621,2022-10-28,252.45
1191,70,2022-11-28,453.2
1192,376,2023-08-18,139.12
1193,346,2022-03-17,216.95
1194,190,2022-02-26,249.88
1195,36,2024-08-01,262.0
1196,977,2024-09-15,441.48
1197,498,2022-10-09,476.71
1198,860,2023-05-10,129.17
1199,991,2023-05-13,341.6
1200,422,2023-12-25,495.37
1201,226,2024-01-19,359.2
1202,299,2023-06-16,346.77
1203,534,2023-04-04,468.28
1204,213,2023-10-25,217.38
1205,116,2022-09-02,207.29
1206,888,2022-05-26,232.9
1207,779,2023-02-18,162.53
1208,99,2023-01-12,134.93
1209,639,2022-06-29,431.52
1210,484,2022-07-20,477.65
1211,552,2024-08-09,352.46
1212,152,2024-08-03,20.19
1213,890,2025-01-02,234.88
1214,945,2023-02-20,295.33
1215,515,2023-06-05,480.23
1216,648,2023-07-28,232.89
1217,553,2022-07-10,357.09
1218,281,2024-02-12,31.21
1219,481,2024-01-01,283.28
1220,641,2023-06-05,455.1
1221,1000,2024-11-30,133.39
1222,361,2023-12-05,373.01
1223,390,2023-07-06,165.17
1224,143,2023-11-12,435.21
1225,668,2022-07-12,383.33
1226,65,2023-06-10,302.1
1227,813,2024-11-05,179.56
1228,392,2024-10-01,151.91
1229,962,2024-12-13,74.05
1230,135,2024-06-05,235.71
1231,252,2024-05-01,340.42
1232,303,2022-12-31,107.31
1233,31,2023-06-29,313.56
1234,196,2023-11-12,97.31
1235,881,2022-12-29,56.21
1236,825,2023-11-05,180.72
1237,425,2022-07-12,106.44
1238,882,2022-08-29,208.45
1239,491,2024-11-03,246.06
1240,109,2024-10-11,467.24
1241,96,2022-05-09,63.15
1242,239,2024-11-28,145.79
1243,263,2023-06-26,372.16
1244,896,2024-12-30,210.17
1245,277,2023-01-13,107.67
1246,600,2023-08-17,309.6
1247,114,2022-12-30,39.28
1248,354,2023-06-14,161.63
1249,655,2024-11-21,286.8
1250,798,2024-12-22,147.66
1251,737,2022-05-09,463.32
1252,401,2023-05-12,75.3
1253,1000,2025-02-11,356.67
1254,265,2023-03-02,22.62
1255,953,2024-10-19,347.14
1256,931,2024-11-29,379.94
1257,467,2022-06-08,305.49
1258,308,2023-08-03,37.36
1259,50,2022-06-30,365.65
1260,897,2022-06-22,406.56
1261,114,2024-05-30,483.56
1262,233,2023-07-14,487.04
1263,293,2023-05-17,143.37
1264,325,2023-01-24,278.64
1265,348,2022-12-17,108.38
1266,907,2024-02-28,354.13
1267,295,2022-11-23,403.59
1268,607,2024-12-14,362.42
1269,800,2024-10-15,166.21
1270,690,2023-07-22,30.36
1271,368,2024-03-24,243.95
1272,380,2022-04-01,174.31
1273,806,2023-03-24,32.82
1274,979,2022-12-28,497.09
1275,707,2023-07-11,389.49
1276,565,2024-08-16,312.81
1277,441,2023-03-03,312.72
1278,901,2022-08-26,385.94
1279,847,2024-08-26,406.32
1280,393,2023-01-13,322.44
1281,168,2022-03-31,194.69
1282,486,2023-10-13,465.96
1283,973,2023-02-09,204.72
1284,295,2022-04-17,330.22
1285,532,2024-01-19,242.62
1286,27,2022-10-27,477.93
1287,705,2023-05-11,284.17
1288,111,2022-10-09,468.89
1289,606,2022-10-18,428.13
1290,90,2023-10-10,340.92
1291,950,2025-02-04,220.93
1292,325,2023-09-25,419.16
1293,758,2025-02-08,25.05
1294,452,2023-11-17,403.44
1295,849,2024-11-12,280.43
1296,789,2023-04-26,133.77
1297,34,2023-05-30,359.02
1298,51,2022-05-18,205.78
1299,611,2022-07-11,302.5
1300,634,2024-01-21,309.89
1301,237,2024-12-31,343.22
1302,960,2022-10-03,416.74
1303,561,2023-04-30,326.03
1304,338,2022-06-21,372.94
1305,914,2024-10-07,415.65
1306,396,2024-12-03,328.31
1307,114,2023-10-24,280.8
1308,327,2022-10-28,285.01
1309,559,2024-10-22,21.3
1310,591,2022-07-23,447.13
1311,927,2022-09-03,125.03
1312,540,2023-05-24,489.92
1313,682,2024-07-16,69.97
1314,863,2022-10-16,195.9
1315,665,2024-10-24,290.76
1316,465,2022-06-23,178.34
1317,259,2023-07-20,369.21
1318,463,2022-03-03,462.48
1319,804,2024-01-08,27.13
1320,646,2022-09-02,269.94
1321,825,2024-10-21,279.99
1322,574,2023-08-11,323.01
1323,269,2023-08-12,331.12
1324,382,2023-07-30,49.82
1325,926,2023-11-15,309.12
1326,681,2024-05-28,249.14
1327,853,2022-02-27,391.21
1328,22,2022-06-25,336.08
1329,68,2022-09-17,92.85
1330,209,2022-11-27,55.12
1331,17,2022-05-11,33.07
1332,563,2024-11-30,291.75
1333,62,2024-01-10,145.45
1334,588,2023-09-19,428.41
1335,485,2024-09-04,233.12
1336,109,2024-11-24,88.2
1337,152,2022-10-31,337.03
1338,819,2024-08-25,241.34
1339,542,2024-01-29,350.96
1340,574,2023-02-26,59.66
1341,303,2023-09-06,250.21
1342,583,2024-11-27,47.14
1343,288,2022-08-20,68.56
1344,936,2024-12-26,393.62
1345,556,2022-06-10,115.09
1346,571,2023-06-24,171.38
1347,564,2024-01-13,444.69
1348,609,2022-06-30,149.77
1349,224,2024-03-18,428.48
1350,47,2022-07-11,415.95
1351,134,2022-11-01,461.7
1352,768,2022-07-15,392.38
1353,215,2022-02-16,392.29
1354,747,2023-10-14,39.75
1355,387,2024-02-19,86.95
1356,746,2022-06-07,191.2
1357,51,2023-02-17,151.46
1358,190,2024-09-05,450.07
1359,736,2024-01-19,113.02
1360,914,2024-09-08,154.19
1361,118,2023-06-14,355.04
1362,227,2024-06-19,442.92
1363,498,2024-02-24,448.93
1364,929,2024-12-26,327.55
1365,168,2022-09-13,346.53
1366,702,2024-09-07,325.18
1367,953,2024-01-15,193.26
1368,4,2022-06-18,352.8
1369,164,2024-11-28,33.97
1370,304,2024-10-21,430.31
1371,900,2022-02-20,159.09
1372,458,2024-06-06,289.8
1373,853,2024-08-14,60.84
1374,815,2023-04-11,116.54
1375,723,2024-06-16,442.49
1376,428,2024-05-17,449.45
1377,603,2023-08-14,399.83
1378,980,2025-01-02,97.09
1379,258,2022-04-18,320.23
1380,113,2024-11-19,401.21
1381,16,2024-09-26,202.9
1382,381,2022-04-04,130.59
1383,274,2023-12-16,212.74
1384,169,2022-05-13,261.9
1385,442,2023-10-12,275.19
1386,632,2022-06-30,291.85
1387,911,2023-06-28,432.92
1388,509,2022-10-01,209.21
1389,816,2024-09-23,356.09
1390,214,2023-04-19,69.41
1391,549,2022-08-16,445.1
1392,864,2024-07-21,315.73
1393,270,2024-09-04,389.14
1394,53,2023-08-20,158.37
1395,922,2024-06-17,35.7
1396,939,2024-09-20,380.1
1397,671,2024-09-25,42.61
1398,113,2023-10-18,470.54
1399,322,2022-10-17,141.34
1400,125,2022-08-03,312.8
1401,941,2023-10-28,138.4
1402,754,2023-06-17,145.9
1403,143,2024-04-10,379.1
1404,13,2023-10-31,58.8
1405,828,2024-06-27,299.41
1406,858,2022-07-20,45.8
1407,586,2022-12-11,76.99
1408,691,2023-07-22,462.65
1409,884,2023-11-17,292.64
1410,800,2024-02-21,485.4
1411,191,2022-06-06,150.08
1412,292,2023-06-01,334.2
1413,264,2024-09-23,368.25
1414,32,2024-12-16,389.51
1415,398,2022-03-10,197.6
1416,640,2023-10-20,447.35
1417,485,2023-12-01,169.62
1418,458,2023-02-09,49.37
1419,889,2022-02-21,321.08
1420,554,2024-01-05,269.58
1421,881,2023-04-29,234.65
1422,831,2022-12-22,176.72
1423,342,2023-11-05,183.75
1424,92,2023-01-30,129.45
1425,515,2022-07-31,300.21
1426,229,2022-11-23,457.82
1427,613,2024-02-08,350.81
1428,276,2024-11-22,459.96
1429,508,2024-03-28,322.09
1430,530,2022-02-18,298.66
1431,435,2024-07-27,40.16
1432,123,2024-07-13,436.64
1433,179,2022-10-02,60.54
1434,540,2022-07-04,440.84
1435,443,2024-06-25,461.5
1436,67,2023-09-07,496.88
1437,207,2022-12-26,344.34
1438,119,2024-03-16,257.04
1439,69,2024-05-24,436.95
1440,986,2024-07-08,276.19
1441,653,2024-04-10,463.36
1442,878,2024-02-15,221.75
1443,749,2024-04-18,494.95
1444,279,2025-01-19,139.22
1445,177,2024-07-25,325.39
1446,406,2022-05-16,407.95
1447,150,2023-01-07,150.57
1448,849,2024-09-26,98.34
1449,417,2022-04-26,475.06
1450,188,2022-11-01,263.19
1451,552,2022-06-21,205.61
1452,728,2022-11-22,428.32
1453,24,2022-09-17,131.24
1454,417,2023-03-05,97.74
1455,194,2022-08-30,358.7
1456,839,2025-01-11,274.55
1457,78,2022-09-29,172.91
1458,769,2023-11-07,396.14
1459,261,2024-02-13,247.39
1460,175,2024-02-05,372.74
1461,596,2024-03-21,335.93
1462,992,2024-07-18,54.1
1463,402,2024-03-24,57.72
1464,402,2025-01-19,325.69
1465,730,2023-03-13,367.09
1466,790,2024-08-13,173.44
1467,654,2024-05-06,460.49
1468,670,2023-11-09,382.55
1469,670,2022-04-01,417.0
1470,710,2024-12-17,348.43
1471,171,2023-04-04,84.51
1472,907,2022-04-20,28.16
1473,499,2023-02-17,135.85
1474,658,2023-03-23,358.28
1475,798,2022-07-15,158.24
1476,1,2024-08-10,419.83
1477,29,2022-05-27,114.53
1478,208,2022-08-26,90.69
1479,974,2024-06-23,407.09
1480,84,2023-01-21,306.1
1481,140,2022-09-05,172.94
1482,203,2023-05-22,427.16
1483,70,2024-03-29,244.11
1484,659,2022-07-20,29.72
1485,354,2024-08-06,192.06
1486,645,2024-05-20,255.54
1487,801,2022-12-18,90.72
1488,832,2024-12-04,147.33
1489,835,2023-11-01,204.78
1490,883,2022-08-07,322.3
1491,424,2023-03-16,493.22
1492,794,2024-12-31,355.93
1493,968,2022-03-07,429.1
1494,844,2022-10-04,295.89
1495,735,2023-07-16,317.44
1496,747,2023-05-31,259.15
1497,475,2023-10-13,442.33
1498,350,2022-05-09,457.67
1499,364,2022-09-01,38.75
1500,777,2023-12-12,268.76
1501,26,2023-03-13,469.37
1502,767,2023-10-28,458.43
1503,722,2023-04-21,211.79
1504,729,2022-12-17,460.0
1505,906,2023-08-23,86.92
1506,345,2023-09-01,115.42
1507,517,2024-07-24,58.26
1508,607,2023-08-17,432.56
1509,447,2023-03-01,123.37
1510,56,2023-10-22,88.06
1511,97,2024-08-30,474.76
1512,982,2024-12-17,77.41
1513,372,2022-05-31,237.03
1514,938,2024-11-22,445.86
1515,265,2025-01-15,276.4
1516,249,2024-02-18,435.17
1517,111,2022-08-02,153.28
1518,626,2022-03-31,413.2
1519,14,2024-08-30,398.47
1520,285,2023-10-18,78.45
1521,364,2025-01-26,331.19
1522,562,2022-05-11,312.43
1523,772,2023-03-23,326.42
1524,478,2024-07-12,473.59
1525,354,2022-08-23,50.17
1526,835,2023-02-04,406.39
1527,187,2022-07-10,371.16
1528,787,2024-01-23,98.78
1529,231,2022-10-06,357.7
1530,513,2023-01-09,85.92
1531,169,2024-02-17,401.64
1532,312,2024-04-11,207.09
1533,276,2022-10-17,158.9
1534,935,2022-11-19,188.42
1535,58,2024-02-27,201.96
1536,772,2022-07-02,196.29
1537,249,2022-06-06,54.85
1538,634,2024-01-07,488.75
1539,283,2023-08-01,270.58
1540,831,2022-11-17,150.78
1541,91,2024-08-06,80.26
1542,720,2022-07-23,320.24
1543,722,2024-05-22,495.52
1544,927,2023-01-16,490.22
1545,439,2024-02-28,237.79
1546,66,2023-03-31,381.63
1547,2,2023-12-06,313.02
1548,654,2024-12-19,491.39
1549,575,2022-09-25,93.86
1550,286,2022-04-29,410.84
1551,489,2022-08-07,307.83
1552,968,2023-01-23,22.87
1553,666,2022-08-19,94.98
1554,319,2022-11-01,68.71
1555,338,2022-03-10,298.53
1556,683,2022-06-02,227.1
1557,895,2024-12-03,212.16
1558,193,2023-03-04,219.76
1559,929,2024-05-10,23.55
1560,386,2024-09-25,290.28
1561,686,2023-11-02,139.92
1562,924,2022-07-01,93.31
1563,753,2022-09-08,83.72
1564,866,2023-03-19,380.36
1565,311,2024-04-22,206.57
1566,123,2023-01-03,389.73
1567,542,2023-08-25,76.15
1568,257,2024-04-08,423.84
1569,623,2024-08-22,169.63
1570,989,2024-10-13,33.92
1571,202,2024-05-03,55.87
1572,482,2023-04-02,166.17
1573,960,2024-11-01,308.25
1574,535,2023-11-20,165.6
1575,769,2023-08-19,209.29
1576,562,2023-10-31,96.45
1577,899,2022-08-29,414.44
1578,298,2024-01-04,57.0
1579,129,2022-05-05,309.07
1580,132,2023-01-11,287.49
1581,82,2022-02-23,486.23
1582,552,2024-10-24,389.78
1583,700,2023-08-27,428.24
1584,896,2022-10-13,262.77
1585,521,2022-06-25,211.46
1586,894,2023-08-01,287.91
1587,339,2024-08-31,347.25
1588,576,2022-08-02,398.82
1589,540,2022-02-21,216.61
1590,563,2024-11-03,25.93
1591,912,2023-05-03,364.32
1592,478,2022-02-20,433.12
1593,303,2024-08-18,278.1
1594,396,2023-04-03,69.0
1595,850,2025-01-10,98.49
1596,3,2024-05-08,350.07
1597,290,2023-05-24,54.45
1598,170,2023-07-12,47.18
1599,734,2022-10-21,390.6
1600,94,2023-11-03,310.6
1601,423,2023-08-01,166.12
1602,624,2023-06-04,94.79
1603,959,2023-03-02,328.4
1604,916,2024-09-24,469.65
1605,67,2022-08-13,444.85
1606,88,2022-09-05,474.27
1607,840,2022-10-13,412.28
1608,305,2022-09-15,249.45
1609,53,2024-07-07,24.93
1610,550,2023-05-07,57.94
1611,677,2022-02-23,395.76
1612,449,2024-07-04,156.31
1613,51,2022-10-30,62.77
1614,661,2023-12-19,309.9
1615,894,2023-12-08,459.65
1616,377,2024-09-13,20.49
1617,40,2024-10-08,261.25
1618,117,2024-08-27,177.31
1619,391,2023-08-26,132.36
1620,361,2022-09-07,405.92
1621,724,2022-06-19,310.69
1622,194,2023-03-12,185.07
1623,755,2023-12-13,367.46
1624,732,2024-01-31,59.77
1625,82,2022-06-08,244.91
1626,288,2024-01-21,382.18
1627,944,2024-04-03,143.56
1628,370,2023-11-08,200.8
1629,46,2022-06-27,206.15
1630,275,2022-06-17,98.57
1631,830,2024-08-18,108.85
1632,433,2022-12-22,116.94
1633,210,2024-01-06,102.75
1634,356,2024-12-13,127.41
1635,948,2023-12-29,120.12
1636,39,2023-10-08,78.07
1637,234,2023-12-27,313.74
1638,817,2022-06-29,206.71
1639,68,2022-12-05,353.63
1640,950,2024-09-17,110.14
1641,931,2022-12-23,232.85
1642,884,2025-01-02,185.41
1643,610,2022-03-08,393.42
1644,421,2022-12-24,273.35
1645,866,2024-07-22,305.77
1646,231,2024-01-17,120.13
1647,131,2024-11-06,337.18
1648,27,2022-09-27,204.09
1649,676,2023-01-11,349.73
1650,570,2023-03-16,489.65
1651,269,2023-03-01,330.85
1652,667,2023-06-01,386.67
1653,876,2023-06-16,166.36
1654,841,2023-01-28,96.34
1655,209,2022-08-14,277.02
1656,695,2024-03-30,125.23
1657,716,2022-12-16,58.32
1658,51,2023-12-30,42.34
1659,610,2022-12-10,223.94
1660,590,2022-07-25,385.33
1661,822,2022-11-01,439.01
1662,95,2024-07-27,326.21
1663,368,2023-03-28,283.2
1664,70,2023-05-20,211.3
1665,359,2022-09-28,427.87
1666,92,2024-06-21,24.67
1667,735,2025-01-15,198.97
1668,503,2022-07-07,244.55
1669,567,2023-02-27,190.34
1670,638,2024-08-04,23.98
1671,350,2023-04-28,495.29
1672,955,2023-05-20,215.47
1673,303,2024-08-18,449.31
1674,333,2024-02-15,391.42
1675,841,2024-07-05,202.33
1676,110,2023-04-26,147.74
1677,240,2024-02-11,231.97
1678,389,2023-09-21,331.87
1679,22,2022-10-15,285.22
1680,662,2022-09-18,451.79
1681,565,2024-10-23,246.11
1682,244,2022-05-25,374.51
1683,833,2024-08-23,107.81
1684,944,2024-06-18,420.12
1685,143,2023-03-11,255.74
1686,155,2023-11-03,170.89
1687,211,2022-08-16,235.5
1688,949,2022-05-17,286.23
1689,797,2022-06-27,419.68
1690,289,2023-03-29,292.78
1691,684,2022-09-12,185.11
1692,325,2022-05-16,286.85
1693,647,2023-10-27,379.7
1694,645,2022-11-10,453.57
1695,288,2022-05-19,142.32
1696,436,2023-04-28,236.67
1697,134,2022-05-18,90.53
1698,741,2022-09-25,234.26
1699,618,2022-10-30,110.43
1700,330,2023-12-18,334.19
1701,513,2023-02-23,234.58
1702,276,2022-11-28,246.43
1703,250,2023-07-08,465.53
1704,412,2024-11-23,31.86
1705,989,2022-05-28,35.46
1706,198,2024-10-17,234.72
1707,694,2024-10-17,389.95
1708,828,2022-08-17,466.14
1709,840,2022-08-08,340.15
1710,278,2023-11-18,222.66
1711,972,2024-02-12,489.93
1712,392,2025-01-15,23.3
1713,128,2023-07-25,477.9
1714,471,2022-10-23,349.51
1715,454,2024-11-29,477.57
1716,228,2023-08-30,389.41
1717,300,2024-08-23,318.21
1718,238,2024-07-09,100.42
1719,417,2022-04-24,457.32
1720,968,2023-06-03,75.75
1721,211,2025-01-04,467.94
1722,780,2024-09-21,45.97
1723,482,2022-05-30,494.32
1724,601,2024-10-28,124.57
1725,345,2022-06-28,83.26
1726,42,2024-09-02,225.89
1727,119,2024-08-31,317.16
1728,956,2023-08-27,37.06
1729,4,2023-11-11,242.14
1730,304,2022-09-20,106.27
1731,263,2024-04-19,430.33
1732,551,2024-07-31,403.16
1733,611,2025-01-18,73.58
1734,421,2022-12-05,375.45
1735,2,2024-06-01,127.7
1736,9,2023-04-11,80.38
1737,702,2022-12-16,244.11
1738,870,2024-07-18,55.88
1739,391,2023-04-25,267.9
1740,141,2024-02-16,43.21
1741,826,2023-05-01,258.72
1742,638,2023-06-13,412.28
1743,701,2023-10-15,114.88
1744,998,2022-04-04,86.91
1745,40,2024-03-28,477.99
1746,861,2023-08-11,178.67
1747,889,2023-04-30,290.79
1748,579,2024-01-02,159.35
1749,541,2024-12-05,364.85
1750,319,2024-02-25,453.09
1751,661,2024-05-27,432.39
1752,796,2024-08-04,334.19
1753,246,2022-03-06,217.71
1754,164,2023-03-09,152.17
1755,752,2022-10-19,164.67
1756,627,2024-09-21,182.93
1757,599,2024-06-23,361.33
1758,697,2022-07-16,55.99
1759,813,2024-03-20,334.67
1760,239,2023-04-23,307.35
1761,543,2024-03-26,380.98
1762,631,2025-01-28,492.99
1763,874,2024-12-18,334.31
1764,266,2022-11-25,72.33
1765,434,2022-11-15,65.97
1766,119,2024-12-20,282.37
1767,461,2024-07-27,202.23
1768,544,2022-09-04,433.55
1769,708,2024-04-28,148.33
1770,321,2023-06-09,174.23
1771,530,2023-02-10,103.12
1772,765,2023-01-04,427.18
1773,580,2023-08-20,81.18
1774,506,2022-11-08,490.83
1775,244,2023-01-19,108.5
1776,984,2024-09-12,433.84
1777,218,2023-06-19,105.99
1778,637,2023-10-13,408.5
1779,938,2023-03-22,236.62
1780,783,2023-08-18,26.59
1781,192,2023-07-29,177.06
1782,719,2022-09-17,205.34
1783,181,2022-11-20,170.37
1784,350,2024-08-08,404.15
1785,509,2022-10-09,47.36
1786,931,2024-03-30,93.91
1787,23,2024-10-30,397.67
1788,469,2022-07-20,86.43
1789,629,2023-10-01,165.01
1790,591,2024-02-19,23.3
1791,341,2022-06-11,450.6
1792,718,2023-06-23,55.37
1793,945,2024-10-14,354.77
1794,153,2023-02-21,240.87
1795,627,2022-08-09,464.91
1796,470,2023-06-14,233.4
1797,369,2023-03-12,299.6
1798,150,2023-12-25,412.47
1799,898,2022-09-17,90.86
1800,619,2024-09-12,383.01
1801,160,2023-04-02,95.78
1802,552,2023-08-26,162.81
1803,581,2024-04-26,384.31
1804,958,2022-02-16,220.8
1805,26,2024-10-07,108.25
1806,156,2024-01-12,178.38
1807,771,2022-06-14,492.39
1808,692,2022-06-20,350.79
