order_item_id,order_id,product_id,quantity,price_at_order
2473,1647,42,3,72.71
2474,1858,140,7,50.25
2475,4578,65,9,11.4
2476,2073,134,6,32.51
2477,2611,70,1,22.38
2478,1864,51,10,12.27
2479,1257,3,9,84.05
2480,292,130,1,86.77
2481,4758,71,9,13.97
2482,2247,1,1,17.53
2483,2316,102,1,68.45
2484,3063,20,1,33.37
2485,100,37,1,61.56
2486,2404,56,5,36.34
2487,4776,7,5,63.56
2488,855,64,3,11.08
2489,1634,186,9,49.81
2490,2606,97,9,58.71
2491,1761,15,2,37.62
2492,3658,21,2,98.6
2493,2096,47,9,98.82
2494,4741,24,10,72.62
2495,3470,71,4,90.5
2496,1887,10,8,33.26
2497,51,10,3,57.63
2498,3231,13,1,17.4
2499,995,124,3,75.28
2500,2754,66,7,52.03
2501,451,48,9,44.45
2502,3996,94,8,80.3
2503,2285,153,1,95.76
2504,3232,95,1,9.72
2505,108,145,8,62.62
2506,4673,187,2,85.62
2507,4232,130,4,19.43
2508,3777,152,6,33.08
2509,39,62,9,19.09
2510,2854,30,6,95.81
2511,3827,184,10,47.7
2512,3161,75,5,10.81
2513,4697,10,9,48.42
2514,2097,117,5,59.12
2515,1055,117,10,17.13
2516,2394,127,6,78.8
2517,3634,70,3,68.21
2518,2245,55,6,24.19
2519,2407,26,8,11.04
2520,1028,196,10,17.86
2521,373,2,5,58.48
2522,2933,48,1,74.61
2523,3330,195,6,82.81
2524,2704,14,8,6.42
2525,2565,176,6,81.97
2526,1614,91,6,93.58
2527,4725,197,7,62.34
2528,722,49,6,93.5
2529,2620,47,10,8.26
2530,764,123,6,34.64
2531,1599,16,5,26.11
2532,377,126,8,46.17
2533,706,113,7,29.66
2534,3513,174,8,95.67
2535,1640,41,1,39.13
2536,1309,162,2,45.55
2537,4766,190,4,33.34
2538,1032,119,3,38.4
2539,3344,25,1,52.67
2540,4606,154,8,83.0
2541,952,88,1,28.42
2542,4935,151,6,83.3
2543,3888,159,2,9.35
2544,4133,95,10,46.67
2545,264,71,2,96.81
2546,4679,54,7,51.84
2547,4817,162,4,16.83
2548,580,5,10,56.78
2549,2764,181,4,35.55
2550,214,18,5,72.12
2551,1358,116,9,86.27
2552,331,24,1,75.69
2553,402,138,3,12.41
2554,2371,156,7,99.35
2555,2805,185,2,88.71
2556,3079,138,1,31.8
2557,2635,62,4,75.59
2558,3529,185,4,93.18
2559,1013,191,6,58.08
2560,3277,91,5,55.88
2561,1569,125,4,90.1
2562,943,32,3,24.16
2563,1964,51,9,98.71
2564,1396,16,10,19.68
2565,1415,192,5,57.63
2566,179,68,7,28.37
2567,1913,67,2,15.02
2568,1393,62,9,93.33
2569,976,195,3,63.94
2570,2906,123,7,58.59
2571,3780,171,7,78.06
2572,2908,73,3,63.44
2573,866,86,1,6.37
2574,3454,47,2,16.52
2575,386,31,1,92.52
2576,3895,116,8,29.35
2577,2423,188,6,49.11
2578,4260,52,10,46.03
2579,4991,1,1,86.83
2580,4136,81,4,85.68
2581,673,97,2,70.78
2582,3572,27,1,76.32
2583,491,152,2,15.53
2584,3541,68,8,43.89
2585,3400,163,9,76.01
2586,448,51,5,78.01
2587,3404,54,4,49.88
2588,4190,145,10,93.13
2589,2055,174,3,85.97
2590,3402,197,10,9.5
2591,1121,181,9,71.35
2592,1119,27,9,57.49
2593,2025,164,10,69.71
2594,688,90,10,38.32
2595,756,114,4,69.66
2596,1559,82,8,84.26
2597,1199,99,2,99.27
2598,4870,28,6,73.28
2599,1447,40,6,88.03
2600,1779,189,6,13.1
2601,2793,128,8,33.19
2602,2145,117,3,68.06
2603,431,56,1,57.26
2604,4410,135,4,38.79
2605,4508,194,1,93.89
2606,2243,124,4,47.48
2607,323,175,2,8.46
2608,3217,138,8,40.13
2609,2387,60,5,95.24
2610,4391,82,2,29.74
2611,1274,136,6,48.88
2612,3072,52,10,86.74
2613,2877,186,1,21.95
2614,1849,129,10,26.85
2615,61,63,2,15.67
2616,284,171,6,81.46
2617,2414,177,6,64.63
2618,2340,109,10,23.25
2619,3422,87,5,76.35
2620,3199,180,6,13.54
2621,1540,106,3,31.96
2622,2636,166,8,25.66
2623,1941,77,5,26.72
2624,106,135,9,14.58
2625,1704,92,3,90.6
2626,4,155,3,64.74
2627,1711,57,8,83.07
2628,4699,157,10,61.33
2629,880,167,6,53.37
2630,4065,80,8,89.84
2631,4535,46,10,18.2
2632,1171,117,10,94.13
2633,703,37,3,43.71
2634,3041,54,1,63.94
2635,3733,126,5,80.92
2636,2231,40,8,39.31
2637,1801,169,3,97.19
2638,1755,92,2,57.97
2639,1625,76,3,21.51
2640,2098,149,1,22.34
2641,1341,92,1,51.22
2642,2118,140,7,64.14
2643,1798,169,1,19.98
2644,2444,27,2,75.86
2645,1351,197,1,57.57
2646,3848,35,1,55.73
2647,4036,92,6,56.93
2648,4856,23,4,89.92
2649,4700,157,1,75.12
2650,1767,133,5,56.62
2651,2235,167,8,74.71
2652,616,96,8,94.2
2653,790,55,10,44.53
2654,4312,190,3,98.98
2655,599,99,9,80.8
2656,561,166,6,73.07
2657,3107,158,1,39.55
2658,871,68,1,73.89
2659,965,54,4,92.27
2660,3714,194,9,12.75
2661,1591,18,4,43.17
2662,378,136,10,72.17
2663,2952,42,8,36.04
2664,677,186,7,33.77
2665,499,141,9,46.26
2666,17,125,8,41.19
2667,1228,153,10,58.93
2668,3190,160,8,81.81
2669,447,90,8,40.65
2670,3809,155,1,63.3
2671,1888,120,9,23.46
2672,165,18,3,83.22
2673,2557,197,7,48.42
2674,3108,194,9,12.92
2675,1762,111,5,86.74
2676,3102,192,3,44.62
2677,1974,167,9,60.44
2678,933,141,9,39.98
2679,3706,120,6,93.35
2680,39,109,7,66.53
2681,1268,190,8,24.3
2682,3796,173,10,7.63
2683,3608,41,2,83.18
2684,1378,102,10,14.73
2685,2170,78,9,92.0
2686,1061,80,3,32.89
2687,4568,95,5,35.05
2688,1601,154,4,7.08
2689,3761,113,1,33.87
2690,3779,175,8,65.32
2691,252,134,2,90.1
2692,3903,14,1,76.84
2693,3931,138,8,74.41
2694,4240,152,3,41.11
2695,4382,46,2,57.18
2696,4785,90,7,73.88
2697,244,168,7,94.87
2698,4537,161,5,75.73
2699,1155,15,1,37.39
2700,986,157,7,69.03
2701,1912,170,8,71.37
2702,4827,196,6,25.95
2703,4801,115,10,26.05
2704,492,182,4,79.24
2705,4540,5,8,91.49
2706,4761,188,5,92.15
2707,4445,35,1,57.23
2708,4413,40,4,65.27
2709,2640,132,2,41.92
2710,422,190,9,85.62
2711,2596,49,4,81.45
2712,3924,125,6,61.58
2713,354,43,10,45.79
2714,1987,140,8,29.67
2715,3213,142,6,54.72
2716,1518,102,2,92.44
2717,52,52,6,80.1
2718,3852,191,5,37.95
2719,1829,20,4,75.43
2720,4957,69,8,74.67
2721,660,18,8,97.98
2722,1051,116,10,98.12
2723,383,73,8,79.75
2724,2340,41,1,39.07
2725,4042,30,9,92.11
2726,3775,197,10,57.04
2727,1185,178,4,91.68
2728,1221,141,6,99.78
2729,2512,153,4,29.91
2730,4405,138,3,42.4
2731,2009,194,9,37.32
2732,1515,64,4,83.89
2733,3248,43,1,37.53
2734,4598,191,9,11.4
2735,417,49,3,93.59
2736,2199,99,9,52.85
2737,2018,102,7,63.98
2738,1739,190,9,64.18
2739,3598,35,1,8.72
2740,1179,199,10,27.0
2741,4877,131,9,44.19
2742,4533,96,9,64.23
2743,714,58,9,61.5
2744,2467,96,3,48.41
2745,1905,142,9,48.92
2746,3358,7,4,83.38
2747,11,198,9,62.61
2748,807,134,5,37.97
2749,441,77,7,28.65
2750,3580,57,3,38.12
2751,2926,59,3,73.22
2752,1808,22,8,66.08
2753,4485,42,5,45.06
2754,3588,61,2,13.02
2755,3550,45,5,88.49
2756,4185,87,6,71.38
2757,4352,103,4,58.04
2758,1929,135,7,82.58
2759,2164,154,9,6.96
2760,1219,145,4,75.74
2761,4214,61,7,52.4
2762,2756,181,2,11.01
2763,1882,177,10,83.42
2764,2629,117,7,70.26
2765,4394,5,6,84.39
2766,1666,71,5,26.61
2767,1118,97,2,83.0
2768,1059,120,3,20.63
2769,1196,118,6,11.67
2770,2525,105,6,13.02
2771,3746,18,8,86.63
2772,3299,87,2,23.51
2773,2226,162,3,90.91
2774,2058,145,6,48.53
2775,3187,139,9,26.48
2776,4146,183,7,79.44
2777,4554,67,10,74.74
2778,4345,19,9,46.68
2779,1053,28,5,29.43
2780,3546,111,8,25.71
2781,2464,47,1,22.13
2782,2742,200,1,22.31
2783,1104,29,8,95.4
2784,1164,179,10,34.08
2785,3516,163,5,18.89
2786,848,199,4,50.89
2787,1528,65,9,28.58
2788,1567,80,5,79.22
2789,1747,143,5,93.4
2790,2914,2,5,46.39
2791,342,49,8,17.55
2792,1854,131,8,68.29
2793,1806,13,7,47.14
2794,4739,22,8,59.65
2795,167,86,1,37.73
2796,287,57,8,78.41
2797,4659,173,9,38.81
2798,453,97,7,29.7
2799,3896,93,9,96.45
2800,4894,30,6,39.68
2801,2099,192,6,74.65
2802,4673,126,6,11.92
2803,917,90,8,40.1
2804,4287,52,6,19.96
2805,598,108,3,10.82
2806,3949,149,5,98.62
2807,3219,77,5,33.9
2808,3248,191,10,7.08
2809,1809,4,5,83.59
2810,890,116,2,29.64
2811,4077,137,9,30.48
2812,1132,116,8,21.53
2813,2100,41,7,90.48
2814,1601,146,5,58.34
2815,1182,93,8,93.32
2816,687,24,5,32.66
2817,616,132,2,73.95
2818,2921,190,1,95.8
2819,492,68,2,51.06
2820,101,71,4,49.34
2821,2457,57,8,94.89
2822,1497,199,4,39.41
2823,8,200,1,66.56
2824,795,73,7,88.03
2825,1026,20,2,20.51
2826,3399,47,5,91.42
2827,2595,193,10,64.39
2828,3670,95,8,36.6
2829,2330,37,9,76.08
2830,905,67,4,74.37
2831,1192,73,6,21.26
2832,2488,136,10,96.77
2833,3096,155,5,49.05
2834,1563,83,4,95.74
2835,919,170,8,56.38
2836,4468,150,1,58.76
2837,4068,127,2,33.49
2838,1004,73,9,10.33
2839,929,11,10,49.92
2840,2453,129,6,7.72
2841,1044,131,7,43.83
2842,4260,88,3,96.31
2843,4188,65,1,9.24
2844,3480,110,9,98.56
2845,3755,182,2,12.68
2846,720,83,4,15.04
2847,1972,107,10,40.18
2848,771,37,10,17.4
2849,1781,29,9,59.61
2850,249,77,2,22.55
2851,1771,84,1,49.09
2852,989,90,9,26.77
2853,3571,69,4,96.51
2854,4130,150,6,6.37
2855,1112,36,8,8.48
2856,3213,73,8,66.36
2857,1084,191,5,48.89
2858,1015,116,5,50.36
2859,174,105,9,59.41
2860,3934,25,10,91.22
2861,3727,106,5,56.85
2862,2495,22,5,86.57
2863,409,189,5,84.78
2864,141,9,6,31.67
2865,4730,81,2,90.73
2866,3910,6,4,95.21
2867,4753,34,9,33.77
2868,4217,131,1,79.7
2869,802,170,10,80.98
2870,4378,92,7,11.92
2871,3291,59,5,15.3
2872,657,188,10,74.65
2873,784,161,2,74.4
2874,540,132,4,76.44
2875,4006,168,3,51.09
2876,2340,36,6,18.18
2877,4555,132,9,51.52
2878,802,100,10,50.89
2879,2806,188,4,20.55
2880,2793,52,5,37.02
2881,2260,118,10,80.29
2882,3601,163,2,23.6
2883,1503,185,9,34.72
2884,4439,200,2,99.55
2885,2593,152,1,10.95
2886,238,109,2,43.4
2887,2217,185,9,43.24
2888,351,73,7,75.98
2889,1145,64,10,89.96
2890,2809,37,2,85.44
2891,2348,137,6,34.86
2892,612,168,10,26.28
2893,2462,86,3,11.52
2894,2865,115,6,36.37
2895,4508,54,8,96.69
2896,2075,97,1,62.66
2897,1727,50,6,89.45
2898,3263,56,9,35.53
2899,84,72,1,37.24
2900,229,194,6,21.11
2901,2017,113,5,34.8
2902,2210,153,7,32.69
2903,1359,90,3,79.05
2904,2739,164,1,94.42
2905,3399,111,2,29.25
2906,3140,156,5,63.45
2907,802,142,8,61.94
2908,900,135,9,18.51
2909,476,79,1,43.88
2910,2683,163,10,31.94
2911,3127,69,6,93.91
2912,3016,84,1,53.36
2913,403,40,2,92.19
2914,1830,10,10,86.5
2915,2322,114,6,38.74
2916,4298,141,3,85.12
2917,1661,197,5,64.47
2918,1148,174,6,16.68
2919,2682,189,6,67.01
2920,4365,177,2,64.95
2921,2816,78,7,44.9
2922,1953,156,5,42.84
2923,4214,2,1,29.6
2924,2186,31,1,8.32
2925,351,64,8,41.12
2926,4055,62,6,55.42
2927,1079,132,6,39.68
2928,4853,16,4,79.86
2929,888,32,8,68.13
2930,3868,167,5,56.1
2931,2477,199,7,47.31
2932,4531,195,9,73.49
2933,4320,100,2,8.95
2934,1076,91,3,26.92
2935,3137,145,3,60.56
2936,208,22,1,32.96
2937,2377,62,9,95.8
2938,413,93,6,14.61
2939,3801,33,5,14.93
2940,2323,90,9,21.31
2941,2218,130,10,59.77
2942,2990,39,10,8.62
2943,3886,155,10,95.63
2944,4068,88,2,98.07
2945,3986,101,6,51.09
2946,424,11,3,30.05
2947,4844,153,5,51.73
2948,2595,32,3,74.36
2949,3674,189,3,88.02
2950,387,58,6,29.4
2951,3405,6,3,38.88
2952,244,155,3,35.62
2953,4371,172,9,54.16
2954,1773,26,3,93.55
2955,4296,32,6,47.66
2956,4918,180,7,55.17
2957,383,32,1,9.66
2958,2177,94,3,53.44
2959,1002,53,8,74.21
2960,3472,34,5,94.65
2961,312,152,7,96.2
2962,794,198,1,67.21
2963,708,84,1,92.61
2964,3224,43,3,86.71
2965,288,96,7,74.64
2966,885,154,1,65.72
2967,4536,186,3,64.84
2968,1231,173,4,93.97
2969,2419,23,5,11.51
2970,3005,165,2,8.61
2971,1027,171,3,22.07
2972,696,34,5,68.67
2973,3594,74,5,25.22
2974,3711,95,5,85.07
2975,2061,119,9,14.15
2976,2026,23,9,44.29
2977,804,107,10,26.88
2978,1156,136,6,31.48
2979,93,125,5,68.87
2980,1300,75,5,42.46
2981,17,3,8,40.34
2982,1002,132,1,10.54
2983,1806,149,9,30.07
2984,4265,94,9,59.7
2985,4752,111,2,70.04
2986,4160,158,7,11.51
2987,3260,38,9,45.58
2988,234,173,10,58.37
2989,3265,165,5,57.35
2990,4159,139,8,42.53
2991,2461,69,6,85.58
2992,760,55,8,78.5
2993,604,155,3,69.01
2994,4748,120,9,82.42
2995,1038,126,6,65.76
2996,1326,39,10,94.11
2997,800,146,8,36.23
2998,2391,99,9,90.25
2999,1373,8,9,19.24
3000,2650,153,10,95.42
3001,2914,188,4,6.88
3002,4217,73,6,99.62
3003,2727,94,8,85.43
3004,3996,84,2,10.37
3005,1809,44,6,41.93
3006,873,26,5,67.91
3007,399,190,6,19.53
3008,1649,198,4,36.41
3009,867,74,4,8.83
3010,2887,97,4,82.93
3011,2293,124,4,98.45
3012,3324,177,4,39.33
3013,3377,53,10,34.35
3014,4332,155,6,75.2
3015,3287,71,2,93.08
3016,1602,188,2,24.43
3017,3013,92,2,26.95
3018,3936,20,9,28.49
3019,778,32,4,81.62
3020,4089,158,4,18.97
3021,2786,199,5,95.8
3022,1041,153,3,23.73
3023,3483,158,1,21.48
3024,2719,11,6,85.68
3025,2547,97,10,71.01
3026,1546,176,8,90.93
3027,2638,138,5,7.69
3028,2859,119,1,62.75
3029,4809,192,7,35.65
3030,2923,175,4,67.66
3031,1350,47,8,55.62
3032,630,42,6,97.28
3033,247,37,4,56.85
3034,2331,139,8,94.12
3035,3025,30,8,14.15
3036,712,64,8,26.99
3037,2104,9,9,73.67
3038,3334,40,9,96.72
3039,3659,68,2,50.86
3040,4381,193,10,47.39
3041,216,66,8,77.23
3042,970,31,5,11.58
3043,656,71,4,41.24
3044,3218,37,1,35.89
3045,544,93,9,81.86
3046,2564,76,4,30.36
3047,4723,43,1,33.36
3048,2263,37,5,98.66
3049,2941,72,5,36.57
3050,1122,175,1,78.41
3051,556,85,4,43.59
3052,843,166,6,65.21
3053,459,55,4,10.03
3054,2384,25,3,62.73
3055,380,117,7,8.46
3056,1751,64,9,18.27
3057,1042,105,2,89.27
3058,1141,62,8,29.31
3059,2844,121,4,13.11
3060,4524,71,10,17.2
3061,3079,145,8,74.35
3062,2432,85,5,20.84
3063,2580,87,7,47.29
3064,2901,54,9,36.44
3065,650,100,2,86.96
3066,3755,51,5,12.62
3067,210,91,7,72.75
3068,3608,183,10,49.74
3069,816,128,2,48.53
3070,788,74,6,85.83
3071,1096,190,4,24.16
3072,3776,53,1,64.44
3073,3881,56,8,66.8
3074,2157,134,2,84.15
3075,243,13,4,81.04
3076,924,177,8,98.69
3077,1863,132,5,15.35
3078,1531,47,6,17.99
3079,949,179,4,77.83
3080,1008,28,3,10.2
3081,1128,177,8,93.17
3082,2677,166,6,59.14
3083,207,98,3,64.8
3084,616,182,3,24.31
3085,1874,86,5,88.54
3086,4327,95,10,7.69
3087,2139,143,9,77.53
3088,4678,154,1,5.48
3089,52,113,1,18.17
3090,4168,60,8,94.91
3091,1024,123,7,28.16
3092,1976,96,6,89.39
3093,956,142,1,32.84
3094,295,95,8,46.83
3095,3043,128,10,6.79
3096,2422,149,7,74.08
3097,4745,31,10,9.6
3098,1449,12,1,69.29
3099,15,189,7,56.4
3100,4003,74,10,75.8
3101,3989,104,10,43.76
3102,4080,84,9,57.2
3103,3966,2,10,93.22
3104,207,115,7,51.11
3105,4931,191,1,74.49
3106,2777,54,7,46.95
3107,4858,41,1,62.02
3108,905,56,2,86.0
3109,4990,180,4,77.52
3110,1468,55,2,28.03
3111,3656,129,2,73.01
3112,4889,71,7,75.78
3113,1334,69,1,15.13
3114,4704,141,10,10.34
3115,1365,115,9,99.41
3116,180,143,3,57.31
3117,4731,30,1,63.79
3118,510,65,3,25.12
3119,2777,149,1,40.1
3120,4720,149,7,85.23
3121,389,30,2,20.57
3122,4311,99,10,53.48
3123,3172,165,5,77.75
3124,4027,30,5,10.56
3125,2128,4,8,46.96
3126,4723,192,2,5.94
3127,3215,59,3,28.1
3128,3516,20,9,20.41
3129,4658,51,6,64.97
3130,2281,91,3,76.43
3131,4088,106,7,23.42
3132,2352,118,6,40.25
3133,3586,29,1,37.76
3134,3981,53,1,9.7
3135,2313,150,8,93.84
3136,797,137,5,49.0
3137,3385,144,1,18.51
3138,4804,152,9,20.31
3139,2304,8,5,91.93
3140,2660,137,10,25.99
3141,2406,87,9,81.97
3142,1947,86,6,68.41
3143,4059,35,2,54.91
3144,1115,30,4,58.54
3145,1938,28,9,83.64
3146,3419,120,3,35.76
3147,662,14,4,94.21
3148,2933,82,10,78.01
3149,4812,24,6,47.16
3150,4152,92,2,98.1
3151,4203,98,2,44.28
3152,1897,198,4,86.03
3153,3883,98,1,5.61
3154,529,69,7,22.81
3155,2345,57,1,26.41
3156,2640,109,6,95.28
3157,207,138,9,67.8
3158,3652,47,1,68.47
3159,1761,109,3,8.64
3160,3434,87,6,68.29
3161,3672,104,1,49.04
3162,4757,75,1,15.57
3163,3098,14,8,61.59
3164,15,124,6,90.02
3165,1806,178,5,54.39
3166,2583,188,2,5.65
3167,3131,47,1,92.03
3168,3642,49,3,66.01
3169,440,118,2,38.63
3170,3896,43,2,85.58
3171,3453,133,8,86.81
3172,3131,24,7,93.6
3173,4184,22,1,21.41
3174,2191,102,2,66.1
3175,1363,134,7,98.32
3176,2739,104,9,48.96
3177,4450,187,3,25.17
3178,391,132,9,14.73
3179,4052,1,9,45.11
3180,4940,68,5,30.43
3181,1850,83,1,52.34
3182,4747,22,6,76.16
3183,3198,189,4,87.88
3184,131,58,1,98.97
3185,2411,185,1,17.33
3186,777,116,6,75.43
3187,2608,24,4,74.01
3188,3044,194,5,65.88
3189,4407,54,5,29.55
3190,2462,179,3,84.28
3191,2000,46,7,42.96
3192,1274,45,5,40.42
3193,2321,51,4,83.88
3194,1232,39,10,37.41
3195,270,161,10,37.68
3196,4732,179,2,98.44
3197,1294,180,8,13.83
3198,3119,53,6,81.45
3199,3014,135,4,62.44
3200,3910,111,6,52.67
3201,1857,140,3,41.35
3202,2031,193,8,8.65
3203,663,86,9,23.74
3204,2471,32,10,64.93
3205,1090,66,10,9.62
3206,661,135,2,87.3
3207,3227,183,5,38.95
3208,2222,153,10,91.95
3209,3682,109,10,37.72
3210,2909,69,2,73.09
3211,2593,183,4,39.72
3212,536,26,7,73.16
3213,358,43,5,72.35
3214,4013,196,9,78.39
3215,3506,157,1,15.84
3216,3273,23,2,72.18
3217,4531,127,4,78.19
3218,477,81,4,56.62
3219,4262,87,6,97.71
3220,4668,73,10,44.9
3221,3085,65,6,8.76
3222,4041,59,2,74.53
3223,419,119,6,48.09
3224,1478,48,5,8.46
3225,1078,138,3,30.37
3226,3684,51,5,82.3
3227,2947,42,4,49.85
3228,4915,155,5,7.91
3229,2203,152,1,85.24
3230,1843,66,8,34.57
3231,1056,84,10,72.11
3232,1082,145,9,91.7
3233,3000,87,4,6.03
3234,2760,52,6,72.22
3235,3075,174,5,31.91
3236,4873,109,2,13.65
3237,329,143,7,25.72
3238,1489,113,9,27.96
3239,3597,182,3,35.29
3240,1613,59,9,72.91
3241,1774,129,2,25.09
3242,3343,27,10,9.55
3243,1542,158,9,25.12
3244,3715,79,5,68.82
3245,4407,18,4,84.9
3246,4634,112,2,79.09
3247,4730,62,1,84.7
3248,1882,193,10,84.21
3249,3260,37,10,20.65
3250,3604,75,3,36.0
3251,2954,89,8,64.91
3252,3049,130,8,86.11
3253,4728,97,1,38.18
3254,4120,163,10,30.25
3255,229,77,7,57.08
3256,4689,13,3,39.23
3257,2547,79,7,35.11
3258,728,80,6,60.59
3259,3970,113,2,70.95
3260,3179,57,6,90.48
3261,24,74,5,6.69
3262,4580,65,2,97.12
3263,3647,152,4,32.08
3264,3363,123,8,29.7
3265,2835,81,5,99.4
3266,644,173,2,70.14
3267,3262,59,4,23.67
3268,2120,69,4,11.97
3269,2073,92,1,19.57
3270,4256,137,3,57.48
3271,1277,71,8,16.88
3272,1840,159,4,77.3
3273,2504,128,6,21.15
3274,1876,8,6,56.66
3275,2642,107,9,27.09
3276,2946,104,9,89.44
3277,405,10,4,51.91
3278,370,47,7,79.71
3279,2662,16,1,33.56
3280,4223,198,2,95.0
3281,3716,52,8,82.43
3282,478,20,7,89.58
3283,4014,152,3,48.37
3284,1487,74,7,7.4
3285,4936,78,7,95.28
3286,1305,127,5,71.84
3287,13,147,10,86.38
3288,1410,135,2,54.12
3289,551,142,3,22.15
3290,818,104,6,5.05
3291,4207,130,7,13.77
3292,232,4,4,91.88
3293,2333,72,3,37.67
3294,3244,30,9,76.92
3295,3883,153,5,86.86
3296,1415,85,7,16.42
3297,1317,5,3,34.04
3298,2213,88,2,19.96
3299,4145,21,7,22.59
3300,1571,66,6,95.71
3301,1702,186,3,20.86
3302,4877,79,5,27.43
3303,1713,93,1,58.23
3304,995,170,7,89.49
3305,2477,88,6,40.39
3306,4481,161,5,56.81
3307,2936,44,7,12.98
3308,3360,56,6,93.34
3309,1671,177,6,21.18
3310,2120,148,4,17.51
3311,3424,132,10,89.77
3312,392,82,8,8.92
3313,4994,15,3,29.38
3314,283,70,8,78.33
3315,984,64,7,8.76
3316,1154,39,10,67.97
3317,2274,63,9,49.71
3318,4096,99,8,60.24
3319,2985,31,8,26.24
3320,3866,108,6,33.51
3321,602,29,2,66.52
3322,927,37,9,98.06
3323,1153,50,5,48.31
3324,1049,55,4,66.97
3325,3541,196,3,43.05
3326,146,63,2,96.69
3327,1497,143,3,63.63
3328,4077,108,8,30.25
3329,4909,199,6,97.14
3330,349,80,6,62.66
3331,2518,40,2,21.03
3332,617,143,5,21.0
3333,1006,182,1,11.06
3334,2509,123,2,56.56
3335,635,35,4,61.36
3336,4916,23,7,63.91
3337,694,14,9,44.51
3338,3200,135,5,13.17
3339,4090,181,10,42.63
3340,1037,35,2,87.34
3341,1029,17,8,24.07
3342,4289,186,6,55.94
3343,2255,92,9,28.61
3344,1654,9,5,47.41
3345,4580,177,10,63.66
3346,85,55,4,46.52
3347,3540,174,2,33.91
3348,4432,48,5,91.46
3349,2347,66,10,8.89
3350,1144,187,6,43.9
3351,2329,157,9,6.75
3352,2543,36,6,35.62
3353,3611,133,7,41.37
3354,255,98,9,28.35
3355,856,173,4,68.41
3356,3224,163,5,71.93
3357,1987,28,5,51.13
3358,3152,118,9,39.05
3359,4158,123,7,53.5
3360,3916,118,3,8.54
3361,4158,97,1,97.17
3362,464,163,2,13.49
3363,19,193,2,7.11
3364,1033,174,3,47.42
3365,1225,154,4,43.31
3366,238,55,3,96.66
3367,3912,85,2,23.4
3368,267,52,9,47.08
3369,4223,110,8,19.27
3370,4477,58,4,85.13
3371,2608,103,10,32.5
3372,3866,15,8,56.06
3373,4974,84,10,61.96
3374,58,34,6,22.55
3375,4122,144,7,93.7
3376,178,134,9,28.91
3377,1386,167,9,24.95
3378,2428,24,8,79.78
3379,3333,40,1,60.9
3380,68,75,6,28.46
3381,379,188,10,79.41
3382,4997,50,10,95.75
3383,1538,89,1,13.9
3384,322,1,3,70.29
3385,192,167,2,13.97
3386,3890,160,10,49.35
3387,4743,165,4,94.9
3388,696,9,5,88.8
3389,3756,143,2,35.93
3390,743,43,9,60.77
3391,955,28,2,11.84
3392,824,195,1,72.97
3393,644,58,5,7.92
3394,2324,74,2,57.72
3395,2263,24,3,85.33
3396,25,172,10,21.77
3397,454,178,5,50.53
3398,1245,154,8,49.42
3399,3760,159,9,68.78
3400,3181,88,4,67.86
3401,165,35,8,25.02
3402,3250,125,6,84.65
3403,2891,33,6,61.41
3404,4639,40,4,98.44
3405,8,4,2,7.46
3406,939,23,4,97.98
3407,3951,34,8,72.3
3408,882,79,8,22.34
3409,2632,39,4,59.38
3410,2429,73,4,12.16
3411,2165,152,4,83.94
3412,3802,147,4,86.29
3413,4625,46,4,76.21
3414,4807,180,2,38.09
3415,187,24,7,14.76
3416,4234,190,10,77.13
3417,3699,60,7,38.14
3418,4245,78,4,36.22
3419,3967,53,8,96.04
3420,4854,117,1,54.28
3421,455,193,1,18.51
3422,1715,4,1,16.71
3423,40,117,4,43.83
3424,890,83,7,71.81
3425,2921,48,8,68.45
3426,4159,74,5,96.13
3427,3737,118,7,59.2
3428,2293,159,7,92.02
3429,1014,62,5,27.38
3430,561,48,2,24.18
3431,86,101,9,68.28
3432,4318,90,9,58.23
3433,3844,76,1,69.67
3434,440,75,5,39.54
3435,964,185,6,48.75
3436,4319,126,6,63.43
3437,2316,12,8,30.74
3438,4452,75,3,40.38
3439,1395,162,6,84.81
3440,2541,195,7,57.35
3441,474,100,8,74.83
3442,4092,135,6,83.65
3443,2541,192,3,8.3
3444,248,173,6,35.64
3445,2664,112,3,36.98
3446,3587,191,8,14.4
3447,3571,143,3,46.48
3448,2484,122,2,55.47
3449,1849,156,10,22.02
3450,2421,189,3,29.91
3451,4141,94,3,19.27
3452,4134,24,8,62.24
3453,984,173,9,41.49
3454,3857,118,7,45.49
3455,1532,80,6,80.21
3456,3640,191,5,54.95
3457,2558,35,7,80.77
3458,78,188,9,92.54
3459,2088,192,5,67.1
3460,63,184,2,52.06
3461,4600,172,10,16.35
3462,1652,166,1,28.76
3463,1558,167,8,38.19
3464,2172,55,4,61.23
3465,1007,168,6,48.0
3466,773,122,9,78.53
3467,1403,68,6,13.29
3468,3509,38,4,55.12
3469,1425,148,10,38.71
3470,3388,53,7,19.6
3471,2672,108,3,61.35
3472,1046,195,3,45.84
3473,3821,92,9,19.49
3474,1498,122,3,97.13
3475,4209,29,6,78.84
3476,1864,81,4,96.61
3477,143,40,10,23.37
3478,1996,71,1,88.91
3479,3731,63,6,84.83
3480,3367,107,2,57.61
3481,940,19,2,78.69
3482,4327,112,5,41.22
3483,207,148,5,13.89
3484,880,98,7,9.0
3485,1350,9,8,54.29
3486,2121,43,9,31.31
3487,2311,152,8,13.54
